,track,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,top-track
2144,Nostalgic,1pBO9JDqh1y3TbCKEO1OvG,0.691,0.538,0.0,-9.952,1.0,0.103,0.246,0.163,0.178,0.329,99.972,182668.0,False
2145,Ritual,3M9Apu4OZfylLTFKvgEtKa,0.647,0.726,3.0,-4.389,0.0,0.0552,0.157,0.0,0.0844,0.767,114.996,198996.0,False
2146,Bittersweet Symphony (feat. Emily Roberts),6sYJuVcEu4gFHmeTLdHzRz,0.676,0.582,9.0,-7.58,1.0,0.128,0.221,0.00627,0.515,0.447,124.012,194618.0,False
2147,Feko Faya,6QvFw3TIwbag4brqP4znk1,0.7,0.776,6.0,-8.601,1.0,0.0427,0.273,0.000422,0.117,0.672,128.015,192947.0,False
2148,Open My Mouth - KALM Remix,0Lq3escX65iq1bUd6mLLPn,0.748,0.588,3.0,-8.508,1.0,0.0484,0.663,0.0,0.0664,0.564,102.954,136363.0,False
2149,Learn to Lose (feat. Alex Clare) - Alle Farben Remix,2M7RKiGsjV2NpXx2S0xMAZ,0.744,0.82,1.0,-5.062,0.0,0.156,0.0257,1.3e-05,0.186,0.502,120.041,164680.0,False
2150,Wonderwall (feat. Emelie Cyréus),7CenyP1EBTBx8jZepNDCBl,0.636,0.755,4.0,-7.165,1.0,0.0403,0.133,0.0,0.186,0.273,100.034,187513.0,False
2151,If I Can't Have You - Gryffin Remix,1IXGILkPm0tOCNeq00kCPa,0.642,0.818,2.0,-4.552,1.0,0.032,0.0567,0.0,0.0919,0.59,124.957,253040.0,False
2152,Truth Never Lies - Maxim Lany Remix,5ed7ezzDAmPndBePPm8QIW,0.784,0.445,11.0,-9.08,0.0,0.0755,0.163,0.00452,0.356,0.124,123.033,219044.0,False
2153,We Can Try,5rItGL6mXZECKvI6Xw0KWT,0.897,0.475,6.0,-7.303,0.0,0.0632,0.172,7.94e-06,0.104,0.496,116.008,200695.0,False
2154,Post Malone (feat. RANI),0qc4QlcCxVTGyShurEv1UU,0.59,0.642,7.0,-3.87,1.0,0.122,0.0771,0.0,0.105,0.651,107.356,174444.0,False
2155,Younger,5xtdZels4djuorSQ7ba1QM,0.732,0.908,7.0,-5.139,1.0,0.0636,0.0316,2.82e-05,0.108,0.306,124.954,184320.0,False
2156,Sun Is Shining,1Gzv0cMy3xm7sgN5gd7WkU,0.474,0.756,2.0,-2.973,1.0,0.0518,0.0747,0.0,0.0693,0.413,131.84,255066.0,False
2157,I'm Not Alright,1OUcs0Q3GePr0VdnOhw6Bk,0.876,0.856,4.0,-3.884,1.0,0.0486,0.0812,1.29e-06,0.457,0.685,121.991,185062.0,False
2158,Nostalgic - Blonde Remix,0IKKxyMXfsdwUZJwehfeGN,0.736,0.831,0.0,-5.413,1.0,0.0724,0.118,0.00315,0.106,0.467,119.978,170635.0,False
2159,Always On Your Mind,7bnSef3wDeScwpddKLBeZB,0.76,0.58,7.0,-8.085,1.0,0.0463,0.252,1.71e-06,0.284,0.669,115.067,177212.0,False
2160,Burned By The Love - James Carter Remix,1Bs4rVL38Ca9zGnaBklM7W,0.536,0.577,8.0,-7.443,1.0,0.0523,0.0304,0.0,0.129,0.297,121.861,183443.0,False
2161,Beautiful People (feat. Khalid) - NOTD Remix,6J7WMB5GII6pEOzy687jhO,0.702,0.794,3.0,-5.913,1.0,0.0562,0.00715,4.56e-05,0.11,0.37,103.972,162081.0,False
2162,No One Compares To You,4cZ3UsiKd1kUQIaq4BFIj2,0.7,0.748,1.0,-6.044,1.0,0.0434,0.127,0.0,0.0941,0.631,111.939,182920.0,False
2163,Left Me Yet,6k2t5GhwOIKep31iyJ8S0L,0.753,0.806,8.0,-6.396,0.0,0.275,0.0552,0.0,0.118,0.424,114.995,191341.0,False
2164,Perfect (feat. Haris),30cW9fD87IgbYFl8o0lUze,0.751,0.657,6.0,-4.642,1.0,0.0989,0.0955,0.0,0.0945,0.532,118.029,176517.0,False
2165,Lose Control,7CHi4DtfK4heMlQaudCuHK,0.598,0.526,10.0,-8.659,0.0,0.0415,0.129,0.0,0.14,0.529,123.935,168387.0,False
2166,Don't Let Me Down - Tropical House Mix,0ycVaIaqd6xgDOnqr5n2fR,0.637,0.863,11.0,-3.129,1.0,0.0949,0.0475,1.13e-05,0.202,0.582,94.929,188789.0,False
2167,Lonely,4fwo6czG5nvOQMzhOto1ya,0.738,0.717,1.0,-5.121,1.0,0.0573,0.062,0.0,0.205,0.5,98.047,139813.0,False
2168,Ice Cold,1SfaQdsTdWgoeQxY7rhr7L,0.439,0.499,9.0,-11.929,1.0,0.208,0.636,0.0,0.0643,0.293,96.946,247423.0,False
2169,Ride It,2tnVG71enUj33Ic2nFN6kZ,0.88,0.751,7.0,-4.258,0.0,0.0874,0.177,6.43e-05,0.106,0.884,117.948,157606.0,False
2170,Push My Luck,2a3dopgTF1q4rMVDJ1rwBU,0.584,0.643,2.0,-6.415,1.0,0.0395,0.288,0.0,0.186,0.53,90.036,181844.0,False
2171,All Around The World (La La La) - Mark Shakedown Remix,0jAOdS3o3nad2YWW2FARK4,0.766,0.723,0.0,-4.997,1.0,0.0644,0.359,0.00304,0.0539,0.528,125.001,166560.0,False
2172,Nice To Meet Ya - Diplo Remix,2r4mpuIYFgKsjeykJTQMqX,0.719,0.747,11.0,-6.369,0.0,0.0448,0.0108,0.128,0.066,0.498,124.998,215474.0,False
2173,Smile,46gHtVEmatYt0orBdLEmdL,0.538,0.76,8.0,-3.455,0.0,0.109,0.419,0.0,0.135,0.578,121.922,178436.0,False
2174,Beat Of My Heart,4w5Grfxx5Rpup6mo5v6bW0,0.706,0.524,6.0,-8.804,1.0,0.026,0.127,0.00129,0.109,0.296,111.991,183183.0,False
2175,Tale of Rise and Fall,4MP1v8NFAFbMQEf0GuqAvt,0.616,0.668,2.0,-8.242,1.0,0.0384,0.0836,0.00166,0.131,0.143,110.046,152182.0,False
2176,Let it Be Me,12PJCkZit47Sr3K705SZIm,0.42,0.672,8.0,-5.297,1.0,0.212,0.0747,0.0,0.0752,0.474,97.476,219440.0,False
2177,Until I Die,1t492ZhMkze1qxpJsB1s7J,0.635,0.837,9.0,-3.943,1.0,0.108,0.25,0.0,0.0813,0.668,99.942,166789.0,False
2178,Here Comes The Sun,2sxjVSDvymkn264oDZCrl2,0.679,0.633,9.0,-7.063,1.0,0.053,0.295,0.0,0.137,0.589,120.92,149795.0,False
2179,BLUE,79Vz5MNH7Qe4F7hPKT8tPz,0.744,0.725,11.0,-6.055,1.0,0.0303,0.018,9.29e-06,0.212,0.904,118.034,167859.0,False
2180,Dive,0Npijoc6ZcUe1devUugKvI,0.654,0.787,4.0,-4.999,1.0,0.0502,0.00515,0.0,0.144,0.409,123.978,164490.0,False
2181,Keep Going,3akdYEmwE7ZoXEX4kivB7e,0.616,0.725,0.0,-5.309,1.0,0.0263,0.237,0.00251,0.0956,0.149,119.983,196000.0,False
2182,Quite Miss Home - Madism Remix,52zaq9DiHyybbL8xGwGyGy,0.583,0.711,10.0,-4.437,1.0,0.045,0.369,0.0,0.112,0.399,127.947,209893.0,False
2183,Adventure,7mxpWt3f6U2lG0uzlimbKG,0.601,0.55,7.0,-10.026,1.0,0.213,0.0818,0.00228,0.105,0.125,100.083,319226.0,False
2184,Forever Yours - Avicii Tribute,3o1CUVeHIid49sabk6A6Nf,0.529,0.612,10.0,-8.794,1.0,0.052,0.253,0.0,0.246,0.434,119.272,193847.0,False
2185,More Than OK (with Clara Mae),3vhBXJkEQPcHeVWYtvaLDA,0.812,0.594,5.0,-6.619,1.0,0.0776,0.0566,1.86e-05,0.15,0.624,105.989,156226.0,False
2186,Told You So,3YykTavXvEYywYJFZIngbT,0.699,0.813,1.0,-4.177,1.0,0.112,0.0391,0.0,0.145,0.263,100.098,146355.0,False
2187,Know Your Worth,0TrPqhAMoaKUFLR7iYDokf,0.79,0.694,9.0,-7.726,0.0,0.0708,0.145,0.00252,0.281,0.508,103.007,181436.0,False
2188,Talk To Me (feat. Conor Maynard & RANI) - Sam Feldt Edit,1aCcTh955i82DV6LEe0Igr,0.6,0.788,1.0,-4.482,0.0,0.111,0.247,0.0,0.105,0.301,94.038,186702.0,False
2189,if we never met - remix,0o6NlHNV7Tet6yh9BC6BGd,0.927,0.573,8.0,-5.804,1.0,0.0491,0.0339,0.000179,0.1,0.767,114.994,186595.0,False
2190,I'll Be There (Liquid Todd Remix),1GPFPIyAZCtgz601aFeXdv,0.644,0.893,10.0,-3.62,1.0,0.0518,0.266,0.0,0.208,0.749,94.994,188158.0,False
2191,Under The Sun,5VdP74vn6CXqtUE5sT74Tw,0.595,0.785,9.0,-5.899,1.0,0.0326,0.0027,0.322,0.0744,0.536,123.981,201960.0,False
2192,Sweet Dreams,4uDhts78RdwIDjEqPrYVKp,0.766,0.817,7.0,-4.253,1.0,0.035,0.0239,2.49e-06,0.159,0.43,125.033,138819.0,False
2193,Baianá,430efk5Jc5wGay4EWP4snS,0.497,0.755,2.0,-6.948,0.0,0.0497,0.0007,0.585,0.33,0.493,121.869,182187.0,False
2194,Hard To Say Goodbye (feat. Chloe Angelides) - Tep No Remix,59KZ8WyoOGi1jgjhbxAxIR,0.643,0.638,5.0,-8.125,1.0,0.0452,0.066,0.235,0.34,0.214,121.94,260018.0,False
2195,Stockholm Lights,4KvdCo8WVDomkG4WOy4E0N,0.643,0.715,8.0,-6.054,1.0,0.194,0.129,0.0,0.0783,0.554,115.136,173272.0,False
2196,ily (i love you baby) (feat. Emilee),62aP9fBQKYKxi7PDXwcUAS,0.674,0.774,11.0,-7.567,0.0,0.0892,0.0686,0.00188,0.393,0.33,112.05,176547.0,False
2197,No Scrubs,3QnobLFCF9N9GlJFcQaVBW,0.855,0.684,7.0,-6.407,1.0,0.047,0.033,1.15e-06,0.072,0.49,120.057,146000.0,False
2198,Your Body,5n5CNeIekfvDVuTfP5gLWu,0.69,0.817,0.0,-7.543,0.0,0.0456,0.0182,1.97e-05,0.0836,0.565,119.954,201500.0,False
2199,Seven Seas - Remix,4JnPspLtMjXv7K7Do7F8hf,0.822,0.922,6.0,-4.506,0.0,0.139,0.116,0.0,0.0629,0.505,115.088,166957.0,False
2200,Freaking Me Out - Bingo Players Remix,7BjMlXl0zRPIjxJkYcjvBJ,0.753,0.756,4.0,-4.814,1.0,0.0642,0.0608,0.0,0.0854,0.61,112.975,165164.0,False
2201,Lay Your Head On Me,5KDLhSpvNJX4buCQochelS,0.65,0.767,11.0,-7.001,0.0,0.0486,0.0499,1.2e-05,0.0935,0.224,120.012,199895.0,False
2202,Memories,1KqMPicxQTJTjymOJYDuP0,0.712,0.801,8.0,-4.319,1.0,0.0591,0.129,0.0,0.233,0.711,109.949,137273.0,False
2203,"Talk To Me (feat. Conor Maynard, Sam Feldt & RANI) - Nightcall Remix",0BklIFH6EF5ttfzuAGSYfU,0.608,0.676,1.0,-6.581,0.0,0.0647,0.122,0.0,0.101,0.569,94.01,176387.0,False
2204,To Die For - Madism Remix,0lV1nrpDhrDtCQNsnjIr3v,0.596,0.657,0.0,-5.108,1.0,0.0387,0.646,0.0,0.102,0.321,102.054,161538.0,False
2205,Juliet & Romeo,1CRy08G60mS5jvhB27xMpS,0.712,0.664,11.0,-8.026,1.0,0.0345,0.0416,0.000104,0.0668,0.781,122.014,204514.0,False
2206,Traveler,4sovHESqbzPWzGTaEqdz5V,0.737,0.523,11.0,-11.881,0.0,0.0373,0.774,4.48e-06,0.0701,0.665,119.988,166905.0,False
2207,I Love Your Smile,0tFvZDDjgzoIrWaLykgvRa,0.585,0.542,10.0,-9.379,0.0,0.0573,0.145,0.0126,0.105,0.294,104.904,134168.0,False
2208,5 Miles - LUM!X Remix,1PfRPJT5iBzxuE0heCo9PG,0.766,0.813,9.0,-3.467,0.0,0.0673,0.14,1.16e-05,0.643,0.437,119.986,172641.0,False
2209,Ain't No Sunshine,63GbPS9LjpQgldJFEInkQ1,0.807,0.742,11.0,-9.271,0.0,0.142,0.4,5.66e-05,0.364,0.646,109.939,145438.0,False
2210,Be My Lover,0y6H2J2bdEf3QA4G670eWU,0.748,0.742,5.0,-5.581,0.0,0.0284,0.0273,1.22e-06,0.206,0.754,119.966,180251.0,False
2211,What I Like About You (feat. Theresa Rex),4NSW0Km5ZG60L8FthUebPJ,0.46,0.8,1.0,-3.584,1.0,0.05,0.289,6.16e-06,0.121,0.553,102.46,220396.0,False
2212,Go Solo (feat. Tom Rosenthal),6vhOyWiOnO7EzxnXBllmkQ,0.783,0.557,1.0,-8.599,1.0,0.0275,0.641,0.0506,0.116,0.368,108.012,192893.0,False
2213,Drinkee,0WE8YTl6GAVHnkfvMfci98,0.773,0.663,2.0,-8.101,1.0,0.0496,0.0557,0.61,0.229,0.324,115.002,297507.0,False
2214,Lose Somebody,1sgDyuLooyvEML4oHspNza,0.58,0.586,1.0,-6.883,1.0,0.0357,0.344,0.0,0.0755,0.507,147.988,199549.0,False
2215,Feels Like Forever,4B6xQy8i7cVzKT8kPIhBY5,0.643,0.719,1.0,-5.535,1.0,0.11,0.414,0.0,0.0744,0.394,119.973,217247.0,False
2216,Freedom,2nx0EIlIKMnMgWnj40O0HQ,0.512,0.635,7.0,-6.591,1.0,0.114,0.127,0.0,0.0866,0.38,111.596,198635.0,False
2217,To Die For,6LMTqDK4uVR8XsCzel1nkH,0.535,0.431,0.0,-8.071,1.0,0.0374,0.306,0.0,0.101,0.0954,129.797,230233.0,False
2218,Broken Glass,78ldtCaBRJVp2i91B715L0,0.526,0.633,7.0,-7.002,1.0,0.134,0.372,0.0,0.129,0.272,171.044,203947.0,False
2219,How Would I Know,52eycxprLhK3lPcRLbQiVk,0.514,0.539,7.0,-9.332,1.0,0.105,0.538,0.00233,0.108,0.153,123.7,180700.0,False
2220,Could You Love Me,7hd0ZLywUE3GZWNPXKBRGE,0.693,0.739,0.0,-6.682,0.0,0.0388,0.164,1.66e-06,0.0906,0.675,99.976,202053.0,False
2221,Higher Love,1kKYjjfNYxE0YYgLa7vgVY,0.693,0.678,8.0,-7.159,1.0,0.0324,0.0151,5.71e-06,0.101,0.404,103.952,228267.0,False
2222,I'll Wait,1tuXOJYN6CkgubpifHEm96,0.611,0.649,1.0,-6.968,1.0,0.058,0.15,1.53e-05,0.105,0.353,123.002,215361.0,False
2223,Don't Give Up on Love,1SXO3ChF6Wc9oEBaZpDYee,0.679,0.511,6.0,-8.289,0.0,0.0729,0.376,0.0,0.251,0.451,90.99,189750.0,False
2224,Like It Is,4dyrqiXUcK29hzrL2elqO3,0.789,0.727,1.0,-6.772,1.0,0.126,0.123,9.59e-06,0.222,0.343,104.947,183067.0,False
2225,Someday,73h6Ma5QhBFrshEN2CTevS,0.612,0.686,7.0,-6.838,1.0,0.12,0.174,0.0,0.141,0.327,122.115,223716.0,False
2226,Boardwalks - Sonny Alven Remix,5z16txnOAgiPxxV2Qb8YlO,0.721,0.66,6.0,-11.805,1.0,0.0458,0.488,0.414,0.0938,0.157,123.992,264926.0,False
2227,Another Day - offrami & Martin Gutierrez Remix,3FRQxWqMJhGScKO5w54i6X,0.679,0.694,6.0,-9.552,1.0,0.0367,0.173,6.32e-06,0.149,0.591,114.006,181023.0,False
2228,Perfect,4470qeXIvbJW4GtcWfE7TQ,0.667,0.739,5.0,-5.211,0.0,0.055,0.0953,0.0,0.289,0.525,103.99,198542.0,False
2229,Breaking Me,3H7ihDc1dqLriiWXwsc2po,0.789,0.72,8.0,-5.652,0.0,0.218,0.223,0.0,0.129,0.664,122.031,166794.0,False
2230,Wicked Game,4OEE7CM5jUOpd0x4eQX2rp,0.739,0.468,9.0,-8.121,1.0,0.0281,0.152,0.00767,0.138,0.41,112.038,175778.0,False
2231,Didn't Choose You,5z0p4PtX0SxxeAdgTlHXe9,0.589,0.56,2.0,-7.148,0.0,0.0411,0.0887,0.0,0.0885,0.371,125.087,204428.0,False
2232,Save A Life,4uPSL0Rx3JzbwigbJVndQ8,0.666,0.661,10.0,-5.633,1.0,0.0307,0.0741,0.0,0.0859,0.62,126.081,172222.0,False
2233,Djadja - Dj Dark & MD Dj Remix,5OR17qjsGIiyBPhqlz9ibl,0.876,0.658,5.0,-6.339,1.0,0.159,0.0158,0.0,0.124,0.276,109.978,169091.0,False
2234,Forget Tomorrow - filous Remix,3VoRJuRBrpnuNnWmdZGOWx,0.773,0.55,7.0,-7.972,1.0,0.0505,0.15,0.00367,0.275,0.85,119.98,172000.0,False
2235,Don't Leave Me Now,59VDjcpB2I8psQasslQpdK,0.671,0.752,6.0,-6.806,0.0,0.0304,0.0258,0.0,0.112,0.717,124.998,195080.0,False
2236,One More Night,2AVPzA25KIhxm7TXSNBKF1,0.729,0.604,7.0,-8.934,1.0,0.0449,0.727,0.128,0.117,0.152,120.022,157141.0,False
2237,That's Just The Way It Is (Changes),7b2ZGVLH01Cw4MU9LuSGDq,0.685,0.716,7.0,-5.751,1.0,0.0318,0.157,0.004,0.21,0.248,112.963,166126.0,False
2238,Signals,1cOPF3KtQuYgJ4PVCmj3VR,0.631,0.623,2.0,-4.982,1.0,0.0337,0.0848,2.3e-05,0.077,0.458,123.96,194521.0,False
2239,Sun Comes Out,0A500BtVTgViTjhWS07yEr,0.683,0.686,11.0,-6.689,0.0,0.0531,0.25,4.66e-06,0.12,0.305,120.0,218208.0,False
2240,Look Into My Eyes,0jthLAprNDx2G2jB6U1O24,0.791,0.542,1.0,-7.14,1.0,0.054,0.122,4.78e-05,0.121,0.435,115.987,154654.0,False
2241,Can We Kiss Forever?,58wyJLv6yH1La9NIZPl3ne,0.522,0.128,4.0,-18.717,1.0,0.0357,0.894,0.026,0.0941,0.124,109.986,187932.0,False
2242,Amazing Grace (feat. Johanna Wrethov),72KNMuQVes4yvdJAEcYfm7,0.615,0.5,4.0,-7.372,1.0,0.0293,0.461,1.29e-06,0.26,0.657,100.114,199675.0,False
2243,Toluca Lake - Imad Remix,4EdNY3scTlTbGpwGlbjfyg,0.669,0.667,2.0,-9.275,1.0,0.0549,0.139,0.00139,0.122,0.176,120.045,180005.0,False
2244,Wicked Games (feat. Anna Naklab),1yoO94wPL8khknS04ltxkn,0.804,0.632,11.0,-8.584,1.0,0.0443,0.0679,0.03,0.159,0.688,124.973,195213.0,False
2245,What's Love Got to Do with It,3Be7CLdHZpyzsVijme39cW,0.75,0.664,8.0,-5.908,0.0,0.154,0.275,0.0,0.0632,0.617,105.023,208156.0,False
2246,Clocks,56BxlyQbuS5QGc1QZ9WgfQ,0.689,0.936,5.0,-4.481,0.0,0.0741,0.217,0.391,0.189,0.193,125.989,179201.0,False
2247,Gimme! Gimme! Gimme!,4zLSkwZaiMfzzapPCbdG90,0.62,0.748,2.0,-5.36,0.0,0.058,0.0151,0.016,0.0729,0.417,125.999,187069.0,False
2248,Let Go (feat. Kiesza),51C4aVMVoqIFPSJFmS9ccf,0.699,0.544,6.0,-5.307,0.0,0.099,0.0856,0.0,0.138,0.357,88.937,154004.0,False
2249,Alien,5w9FeRD937mXuWsq835sob,0.71,0.768,0.0,-4.772,1.0,0.0457,0.00813,3.66e-05,0.0791,0.419,118.085,138639.0,False
2250,Mad World (feat. XOV),2liX0vRRW3RUewevH6WCby,0.673,0.751,0.0,-6.953,0.0,0.0394,0.28,0.00342,0.24,0.45,115.983,167431.0,False
2251,Forget Tomorrow - LAVIV Remix,4ivMMybQ5neoZtIN7K6LGr,0.708,0.788,4.0,-4.608,0.0,0.0739,0.0875,0.0,0.377,0.615,112.051,171671.0,False
2252,Another Love (Zwette Remix) [Radio Edit],0I0sVjtpZwFFLFq4z0obfY,0.877,0.512,4.0,-7.79,0.0,0.05,0.09,0.0279,0.109,0.449,124.011,217587.0,False
2253,Too Much To Ask - TRU Concept Remix,2GuKbSbE87vu6T0023Efi2,0.588,0.692,0.0,-5.718,1.0,0.0421,0.0604,1.01e-05,0.121,0.16,126.894,209707.0,False
2254,Live Before I Die - Naughty Boy x Mike Posner,0f1Bbw3vYkaudQbUNoNCdO,0.575,0.622,8.0,-7.513,1.0,0.0338,0.44,9.38e-05,0.11,0.149,105.051,213826.0,False
2255,Cry (with John Martin) - Majestic Remix,6ZBCtmCYtREHrlPJ66VjML,0.591,0.93,1.0,-3.534,1.0,0.0299,0.036,0.0,0.195,0.604,123.954,159677.0,False
2256,Creep - R3HAB Chill Remix,0z6OxbSX5sIwsSefosMmAM,0.671,0.582,6.0,-9.416,1.0,0.0537,0.164,0.111,0.132,0.197,118.009,186356.0,False
2257,Paradise (with Sam Feldt),2zPWT2axxNsXMU6CZn3PS5,0.763,0.792,3.0,-5.798,0.0,0.032,0.262,0.0,0.115,0.695,122.979,160244.0,False
2258,On The Loose - Basic Tape Remix,5hnKUHsAP86WIDnrYSAjnv,0.676,0.837,11.0,-4.678,0.0,0.0443,0.00514,1.71e-06,0.335,0.457,123.98,179920.0,False
2259,Forget Me Nots,1y8pKD02gY7j0S3nK3Boha,0.846,0.586,4.0,-8.03,0.0,0.0475,0.119,0.0696,0.068,0.578,126.016,219048.0,False
2260,Fly Away For A Summer - Deep Chills Remix,33W4hxXnb32auMEgofefnd,0.936,0.477,11.0,-5.78,1.0,0.116,0.497,0.0244,0.122,0.219,118.025,150133.0,False
2261,Hey There Delilah (feat. Tom Bailey),1cSQqqG2sBw9BuMMnBxxMG,0.826,0.412,11.0,-10.504,0.0,0.029,0.0805,6.59e-06,0.1,0.353,106.014,198449.0,False
2262,Moonchild,0737vhDWS1yaxTipJeJgTZ,0.695,0.563,4.0,-9.392,0.0,0.118,0.533,0.000451,0.152,0.284,101.954,222307.0,False
2263,I Wanna Dance With Somebody (Who Loves Me),0ZFzV813vzKHfEYWX9gIeE,0.804,0.82,6.0,-5.375,1.0,0.0408,0.398,0.0624,0.0992,0.564,117.99,152477.0,False
2264,Let Her Go,2nejEeai3PQKiS7q11v0mq,0.712,0.803,7.0,-7.206,1.0,0.0276,0.00537,9.81e-05,0.307,0.308,120.018,201005.0,False
2265,All We Got (feat. KIDDO),1FP9s72rDYty6mfoOEYKnE,0.504,0.76,4.0,-4.246,1.0,0.0426,0.286,0.0,0.151,0.64,183.933,190218.0,False
2266,Lasting Lover,0DmAvNCAK08oCi7miSZUIY,0.676,0.786,1.0,-4.529,1.0,0.0478,0.197,0.0,0.0943,0.483,125.983,218359.0,False
2267,Tender Love,6IDxzMPyrbvusWD0YgpsrN,0.632,0.372,6.0,-12.723,1.0,0.0403,0.53,0.806,0.117,0.278,81.012,203500.0,False
2268,50 Watt Smile,5f81pQyLnnfD16MLNfugVI,0.873,0.443,0.0,-9.411,1.0,0.115,0.314,0.0142,0.23,0.617,124.036,202625.0,False
2269,Out of Time,0e67yRFHujhVv0t3TOjXbl,0.629,0.69,6.0,-5.319,1.0,0.0354,0.236,2.7e-06,0.407,0.361,122.02,195185.0,False
2270,I Hope You Know - Chill Mix,7p4cf8lsgapGcLYuPPBTHL,0.673,0.714,7.0,-8.146,1.0,0.0447,0.255,0.00255,0.152,0.331,126.949,172859.0,False
2271,Believe (feat. Sarah de Warren),4v9EWarhVglfoBw1AlrOB8,0.756,0.641,6.0,-7.696,1.0,0.0428,0.178,0.0107,0.11,0.342,122.034,192300.0,False
2272,Pressure (feat. Tove Lo),4ga4WvRNhMsIL38pkBbnIN,0.859,0.558,7.0,-8.991,0.0,0.0902,0.659,0.324,0.124,0.357,114.978,144391.0,False
2273,Mystery Repeats - De Hofnar Remix,3dOOB00372mFALtaaIyg0C,0.879,0.699,5.0,-6.894,1.0,0.0412,0.0487,1.08e-05,0.342,0.385,120.956,194420.0,False
2274,If I Ruled The World,0PO4YZcs9B2Jakg8SJTZo9,0.655,0.643,4.0,-5.041,1.0,0.108,0.0205,0.0,0.115,0.29,124.812,171926.0,False
2275,First Time (feat. iann dior) - Sam Feldt Remix,3oNaNQlmABqzAMQTmyAjaP,0.697,0.781,9.0,-5.45,1.0,0.0503,0.0878,0.0,0.102,0.516,91.942,169728.0,False
2276,Down For The Ride,0L8NzGlH4nmnbOUSg4gO72,0.705,0.73,4.0,-4.778,0.0,0.0894,0.171,2.42e-05,0.294,0.616,125.975,160594.0,False
2277,Arcade - Sam Feldt Remix,72tFpETiYCd5dOrxt8mjq1,0.48,0.714,0.0,-7.708,1.0,0.0419,0.174,0.0059,0.0725,0.564,172.058,153488.0,False
2278,All We Got (feat. KIDDO) - Ofenbach Remix,2rUsJXt4NeeDiIU6sBvrxo,0.803,0.796,6.0,-5.077,0.0,0.0343,0.0522,2.69e-05,0.25,0.549,114.95,129814.0,False
2279,This City - Luca Schreiner Remix,7MPyCqsJcpRaMYM1UTP2Y6,0.421,0.616,6.0,-5.637,1.0,0.209,0.298,0.0,0.114,0.299,169.359,176667.0,False
2280,Because You Move Me,05GvwwTLLID738BbKN1ze0,0.789,0.435,2.0,-9.506,0.0,0.149,0.691,0.0418,0.107,0.166,122.995,196375.0,False
2281,Dying for You (feat. Lindsey Stirling & Alex Aris) - David K. Remix,6XiJtaRY4n8S3iaGOzu0WU,0.805,0.501,10.0,-7.395,1.0,0.0457,0.0135,0.0385,0.0996,0.387,122.029,347705.0,False
2282,The Spirit,1dBpg8a8jwAkaSbROiehr9,0.894,0.548,0.0,-7.216,1.0,0.179,0.0104,0.592,0.098,0.802,119.998,135866.0,False
2283,Cold Water - Lost Frequencies Remix,5cAty1xHsBefc9rpECUHee,0.709,0.542,2.0,-9.056,1.0,0.0381,0.184,0.0005,0.0852,0.474,114.955,236304.0,False
2284,Feels Like Summer,0VJXYUuvJAg4NdZJbemhJY,0.752,0.713,5.0,-5.846,0.0,0.0664,0.0246,2.74e-05,0.157,0.473,102.005,187095.0,False
2285,Something New - Robin Schulz Remix,5criuUMt1jhItDpMf2JcXA,0.678,0.723,11.0,-8.42,1.0,0.042,0.0619,0.721,0.0736,0.375,119.995,318107.0,False
2286,Somewhere Over the Rainbow / What a Wonderful World,4WVKoqeUptg9Hy3ruMsvoa,0.634,0.612,0.0,-8.225,1.0,0.0701,0.312,1.39e-05,0.0857,0.312,109.716,209119.0,False
2287,Where Are You Now,3uUuGVFu1V7jTQL60S1r8z,0.671,0.636,6.0,-8.117,0.0,0.103,0.515,0.000411,0.172,0.262,120.966,148197.0,False
2288,PLACES,6mW2IiQDrp66AUjCsRu6Kg,0.771,0.448,2.0,-9.513,1.0,0.0446,0.493,0.708,0.108,0.0364,99.994,214827.0,False
2289,In Love - Deep House Mix,5a6adfr5foj1qcnRyjav8t,0.692,0.763,11.0,-7.48,1.0,0.0336,0.193,0.00598,0.069,0.0395,122.002,336000.0,False
2290,I Want You,757Myoc63izEaBWatHbUUs,0.68,0.442,11.0,-10.94,1.0,0.179,0.748,6.75e-06,0.514,0.536,127.996,235245.0,False
2291,Desire (feat. She Keeps Bees),2jHqz0XXugOGhpaRS4tT62,0.601,0.786,11.0,-5.36,0.0,0.0591,0.0115,0.00018,0.263,0.381,119.974,162500.0,False
2292,Here Comes the Sun,4AfJnNKE9Ci6bNFR6uzysC,0.811,0.578,1.0,-8.574,1.0,0.0343,0.105,0.0163,0.0839,0.432,120.001,160000.0,False
2293,HEAVEN,09wrW4mdaoBrOFY6KSR94h,0.613,0.461,1.0,-10.493,0.0,0.0313,0.0257,0.75,0.0776,0.0837,125.066,219280.0,False
2294,Been A While,1kCmNY43mqsH2Uny481jIA,0.779,0.695,1.0,-6.064,0.0,0.031,0.425,0.000769,0.107,0.392,120.004,163527.0,False
2295,I Leave Again,4aNNFLoRfSOMHeYQXidsXL,0.724,0.476,2.0,-13.832,1.0,0.0555,0.465,0.0451,0.0964,0.11,124.006,240893.0,False
2296,Cold Heart - PNAU Remix,6zSpb8dQRaw0M1dK8PBwQz,0.796,0.798,1.0,-6.312,1.0,0.0317,0.034,4.19e-05,0.0952,0.942,116.032,202735.0,False
