,track,id,playlist_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,playlist,top-track
2424,California (Radio Edit),06Sk5eLE3k0GbqxWgqP7ej,5U2MYFAcQ3yT7XbHYgGPmb,0.537,0.924,10.0,-4.222,0.0,0.122,0.0358,0.000422,0.564,0.195,127.978,264375.0,House,False
2425,Illuminate,7IvHLBFvLKLvgp9ayEGxGl,5U2MYFAcQ3yT7XbHYgGPmb,0.588,0.83,11.0,-4.284,1.0,0.0429,0.176,1.53e-05,0.135,0.512,128.013,277550.0,House,False
2426,Cannonball (Earthquake) - Radio Mix,3QD0HGBkSrGAQyyXMXPHWw,5U2MYFAcQ3yT7XbHYgGPmb,0.649,0.939,5.0,-3.45,0.0,0.055,0.0211,0.106,0.0874,0.701,127.988,187748.0,House,False
2427,Everybody Is in the Place - Radio Edit,6IcOiEyHj0rHECjRHkRFfO,5U2MYFAcQ3yT7XbHYgGPmb,0.609,0.989,2.0,-3.51,1.0,0.0867,0.000434,0.219,0.0715,0.0358,130.048,171693.0,House,False
2428,Enjoy the Ride - Vicetone Remix,38j8KNWrWDL7oECJjwQbtm,5U2MYFAcQ3yT7XbHYgGPmb,0.727,0.741,10.0,-5.647,0.0,0.0539,0.00581,0.0303,0.0641,0.378,127.978,290867.0,House,False
2429,Earth Meets Water,1JE8jVRbEMG8ANRnc5of4f,5U2MYFAcQ3yT7XbHYgGPmb,0.461,0.736,2.0,-2.379,1.0,0.0338,0.024,0.0,0.163,0.212,127.957,189434.0,House,False
2430,Five Hours,6r7FXNO57mlZCBY6PXcZZT,5U2MYFAcQ3yT7XbHYgGPmb,0.88,0.821,5.0,-2.545,0.0,0.118,0.0197,0.661,0.234,0.575,127.907,326888.0,House,False
2431,Yee - Radio Edit,3S6njsRGUCqUlztJvrWCBT,5U2MYFAcQ3yT7XbHYgGPmb,0.717,0.993,5.0,-4.116,0.0,0.0457,0.143,0.855,0.108,0.617,127.996,168753.0,House,False
2432,Gold Skies,52iUpgYOikyIOu1lk5HcTm,5U2MYFAcQ3yT7XbHYgGPmb,0.476,0.771,9.0,-5.846,0.0,0.0412,0.0294,0.0136,0.553,0.164,128.018,235327.0,House,False
2433,Overtime - Vicetone Remix Edit,2exo6mhM7ipyxdGhr1QgMA,5U2MYFAcQ3yT7XbHYgGPmb,0.576,0.883,11.0,-2.111,0.0,0.0577,0.00792,0.0,0.566,0.422,126.05,203095.0,House,False
2434,Revolution - Vocal Edit,1biC1FGDhjEseslodU6GRS,5U2MYFAcQ3yT7XbHYgGPmb,0.623,0.862,7.0,-4.89,0.0,0.0384,0.0101,0.0211,0.79,0.0473,127.972,203427.0,House,False
2435,Unicorn Zombie Apocalypse - Original Edit,3e4BMSEQx9sZkCK09axxth,5U2MYFAcQ3yT7XbHYgGPmb,0.627,0.799,5.0,-3.451,0.0,0.0671,0.0536,0.665,0.0682,0.199,127.927,200853.0,House,False
2436,Legacy - Vicetone Remix,17yQvoztJWobwZD6o0O8zi,5U2MYFAcQ3yT7XbHYgGPmb,0.675,0.881,0.0,-2.506,0.0,0.0636,0.0093,5.92e-05,0.334,0.221,127.981,337520.0,House,False
2437,Only The Horses,7BxOczly5v4jRd1Pe3EykU,5U2MYFAcQ3yT7XbHYgGPmb,0.672,0.814,1.0,-3.151,1.0,0.0399,0.00266,2.31e-05,0.092,0.874,126.036,218893.0,House,False
2438,Pressure - Alesso Radio Edit,0bnim1GHyrtKzqngqweFQW,5U2MYFAcQ3yT7XbHYgGPmb,0.525,0.854,8.0,-6.852,1.0,0.0347,0.000159,0.528,0.165,0.269,128.028,182933.0,House,False
2439,Snow White (Alive) - Radio Edit,1ntvg2VVIHH0pSkxDiL1RG,5U2MYFAcQ3yT7XbHYgGPmb,0.706,0.799,5.0,-3.986,1.0,0.0532,0.127,0.00048,0.317,0.6,130.057,198507.0,House,False
2440,This Is Nightlife - Video Edit,0IpiiTfaDSiqpYg9MlBxw4,5U2MYFAcQ3yT7XbHYgGPmb,0.642,0.784,11.0,-5.286,0.0,0.032,0.0271,3.03e-05,0.308,0.877,128.004,162000.0,House,False
2441,This Is What It Feels Like,6NdkzOSCLzmyV9Qc4DKhJ2,5U2MYFAcQ3yT7XbHYgGPmb,0.551,0.833,8.0,-5.217,1.0,0.03,0.0391,2.77e-06,0.0632,0.145,129.885,204360.0,House,False
2442,Turbulence (feat. Lil Jon),4Ya69z1E9uc418uInyWs9E,5U2MYFAcQ3yT7XbHYgGPmb,0.693,0.945,2.0,-1.728,1.0,0.082,0.00629,0.263,0.117,0.287,130.018,228010.0,House,False
2443,Under Control (feat. Hurts),4J7CKHCF3mdL4diUsmW8lq,5U2MYFAcQ3yT7XbHYgGPmb,0.544,0.915,8.0,-3.405,1.0,0.0841,0.129,0.000914,0.115,0.51,126.094,184280.0,House,False
2444,Wizard - Radio Edit,10zw3p9S7nJWNnqy3QYNnI,5U2MYFAcQ3yT7XbHYgGPmb,0.565,0.916,7.0,-4.715,0.0,0.052,0.00439,0.488,0.618,0.0795,127.844,202400.0,House,False
2445,Live for the Night,457p7UH7hoHrbA2iI4PSCA,5U2MYFAcQ3yT7XbHYgGPmb,0.499,0.843,6.0,-2.224,1.0,0.113,0.0138,0.0,0.124,0.533,127.932,206480.0,House,False
2446,Mammoth - Radio Edit,4EdQIdLEwzeBxdQyUDp8OX,5U2MYFAcQ3yT7XbHYgGPmb,0.57,0.871,11.0,-5.938,0.0,0.472,0.00208,0.106,0.398,0.475,128.038,160258.0,House,False
2447,City Of Dreams - Radio Edit,6i7tbafO9vwJ933kTzn9mg,5U2MYFAcQ3yT7XbHYgGPmb,0.476,0.825,4.0,-5.059,1.0,0.0361,0.00273,0.00765,0.349,0.157,127.976,226947.0,House,False
2448,Apollo (feat. Amba Shepherd) - Radio Edit,1PFPEVzoRGMFZ8IM5iVM9e,5U2MYFAcQ3yT7XbHYgGPmb,0.56,0.742,9.0,-6.122,1.0,0.0666,0.015,0.0134,0.639,0.275,128.06,209766.0,House,False
2449,If I Lose Myself - Alesso vs OneRepublic,3ScJy88F8KqGDfWu8XJhHx,5U2MYFAcQ3yT7XbHYgGPmb,0.519,0.754,2.0,-5.689,1.0,0.0402,0.258,3.75e-06,0.139,0.16,125.975,215187.0,House,False
2450,Alive - (Hardwell Remix)[Radio Edit],1eQYeThJKjpeMBfMJ5xz2y,5U2MYFAcQ3yT7XbHYgGPmb,0.621,0.816,6.0,-4.81,0.0,0.0517,0.01,0.00134,0.467,0.304,127.933,207413.0,House,False
2451,Call Me A Spaceman - Radio Edit,1UPyhGntpIx9jGJ5UVtKVS,5U2MYFAcQ3yT7XbHYgGPmb,0.581,0.877,3.0,-3.595,0.0,0.0486,0.0172,0.0,0.248,0.35,127.952,189375.0,House,False
2452,Something Better,6Fs6Moy0293TJPJ5SeyC5N,5U2MYFAcQ3yT7XbHYgGPmb,0.558,0.844,2.0,-2.585,1.0,0.0629,0.0652,0.0,0.21,0.458,126.035,212619.0,House,False
2453,I Want You To Know,1JDIArrcepzWDTAWXdGYmP,5U2MYFAcQ3yT7XbHYgGPmb,0.58,0.846,9.0,-2.876,0.0,0.0573,0.00537,6.62e-06,0.145,0.366,129.998,240000.0,House,False
2454,The Universe - Radio Edit,2uZElNH5HVuRQbWQCkLi8G,5U2MYFAcQ3yT7XbHYgGPmb,0.514,0.884,6.0,-1.873,1.0,0.05,0.12,0.0,0.389,0.469,127.916,186562.0,House,False
2455,Better Half Of Me,6nr8BujOEUykwgaXi0LDFy,5U2MYFAcQ3yT7XbHYgGPmb,0.539,0.846,7.0,-5.975,1.0,0.0736,0.0781,0.0,0.093,0.152,134.07,188172.0,House,False
2456,Hangover - Hardwell Remix Radio Edit,63fyL7QZ1vhGZzZ9G56rcp,5U2MYFAcQ3yT7XbHYgGPmb,0.587,0.837,0.0,-3.847,0.0,0.0434,0.0122,0.0,0.351,0.326,127.96,190160.0,House,False
2457,Hold You - Radio Edit,4rzi8hVfNGaU354WlDkX1E,5U2MYFAcQ3yT7XbHYgGPmb,0.704,0.738,1.0,-4.963,0.0,0.0358,0.0212,0.359,0.0667,0.909,128.007,187500.0,House,False
2458,The Hum - Short Edit,11W6u10X3i7DJVrgCOMr1g,5U2MYFAcQ3yT7XbHYgGPmb,0.729,0.947,11.0,-3.103,0.0,0.0458,0.211,0.822,0.367,0.209,130.005,211000.0,House,False
2459,The Riddle - Radio Edit,1njoa684U8CrGS94Dpl1kc,5U2MYFAcQ3yT7XbHYgGPmb,0.697,0.784,4.0,-5.218,1.0,0.0476,0.298,5e-06,0.0998,0.249,126.97,161133.0,House,False
2460,Wait - Radio Mix,6Ge7ticmtYuZU5Hr2vxno8,5U2MYFAcQ3yT7XbHYgGPmb,0.497,0.833,3.0,-6.741,1.0,0.126,0.0251,0.0,0.144,0.355,128.01,189751.0,House,False
2461,Insomnia,6OayG4DsR0qqB5HRaYbIL0,5U2MYFAcQ3yT7XbHYgGPmb,0.616,0.852,6.0,-1.598,1.0,0.0903,0.161,0.0,0.142,0.534,128.018,214230.0,House,False
2462,Mad World - Radio Edit,6ICtjZyqSTXxAMIu9QN63h,5U2MYFAcQ3yT7XbHYgGPmb,0.472,0.876,5.0,-3.238,1.0,0.0348,0.00625,2.85e-06,0.244,0.253,128.12,210703.0,House,False
2463,Rush - Sam Feldt Radio Edit,4yuDod7mIJ2k3e7oAbmsii,5U2MYFAcQ3yT7XbHYgGPmb,0.707,0.805,1.0,-6.576,1.0,0.0463,0.00305,0.209,0.0893,0.321,125.007,180480.0,House,False
2464,Landmines,3KY1mFxjBqfRJoKjOgsTAq,5U2MYFAcQ3yT7XbHYgGPmb,0.48,0.853,8.0,-3.508,1.0,0.0753,0.0266,0.0,0.118,0.311,127.94,196875.0,House,False
2465,Best Day Of My Life - Gazzo Remix,1eiXLANaZCSKIfDmwTorg5,5U2MYFAcQ3yT7XbHYgGPmb,0.632,0.966,11.0,-1.562,0.0,0.0812,0.0121,0.000935,0.253,0.435,124.999,197760.0,House,False
2466,How Deep Is Your Love,22mek4IiqubGD9ctzxc69s,5U2MYFAcQ3yT7XbHYgGPmb,0.738,0.868,11.0,-4.373,0.0,0.0731,0.0392,0.00169,0.388,0.336,122.003,212640.0,House,False
2467,Lighthouse - Radio Edit,6yrVTqwC3RsF8efGsBQ4Fm,5U2MYFAcQ3yT7XbHYgGPmb,0.604,0.704,11.0,-5.807,1.0,0.0634,0.0206,0.0,0.341,0.329,128.053,186613.0,House,False
2468,Tonight - Radio Edit,7dlSpQ0u3P8gf4GO4J5z9d,5U2MYFAcQ3yT7XbHYgGPmb,0.851,0.88,1.0,-3.575,0.0,0.13,0.0266,0.000322,0.331,0.681,127.986,200000.0,House,False
2469,Happy Home - Broiler Remix,0fWanbwwc3rPswxcZgxA1Y,5U2MYFAcQ3yT7XbHYgGPmb,0.647,0.662,6.0,-7.056,1.0,0.0438,0.0691,0.0,0.375,0.557,128.088,212334.0,House,False
2470,This Summer - Maroon 5 vs. Alesso,1r36CeHucX7V6tuK78Iw3Q,5U2MYFAcQ3yT7XbHYgGPmb,0.359,0.91,4.0,-4.058,0.0,0.424,0.0563,0.0,0.857,0.343,122.141,191506.0,House,False
2471,Morphine,7aUQKqlFwXVxWgEiIfargD,5U2MYFAcQ3yT7XbHYgGPmb,0.538,0.833,1.0,-4.138,0.0,0.055,0.0654,0.00167,0.685,0.188,127.976,192000.0,House,False
2472,It's You - Broiler Remix,6AOHd0PzHGNo0tBh2olFx1,5U2MYFAcQ3yT7XbHYgGPmb,0.622,0.753,10.0,-6.609,1.0,0.0375,0.186,1.16e-06,0.0873,0.457,127.984,196911.0,House,False
2473,Feeling So Blue (feat. Dante Thomas) - Radio Edit,2fAGgVrkmeVEa3ZsWLUywn,5U2MYFAcQ3yT7XbHYgGPmb,0.56,0.907,1.0,-4.751,0.0,0.0347,0.00136,0.0,0.297,0.925,127.974,171760.0,House,False
2474,I'm On Fire,43igNXZ6iv1VRE7CUwM0Nb,5U2MYFAcQ3yT7XbHYgGPmb,0.561,0.897,8.0,-2.491,0.0,0.11,0.0665,0.00727,0.081,0.252,124.831,163521.0,House,False
2475,Home We'll Go (Take My Hand),1jMGBAamZucPmJYHmriGP5,5U2MYFAcQ3yT7XbHYgGPmb,0.605,0.903,7.0,-4.543,1.0,0.0637,0.188,0.00814,0.0989,0.55,120.041,307653.0,House,False
2476,Bang My Head (feat. Sia & Fetty Wap),53Y0kdCa1CZ9gRqEuknfwy,5U2MYFAcQ3yT7XbHYgGPmb,0.599,0.869,0.0,-3.697,1.0,0.0789,0.0525,0.00719,0.103,0.593,108.061,193333.0,House,False
2477,Ah Yeah so What,3DzbGrPzPVmSbMlDYVCxWP,5U2MYFAcQ3yT7XbHYgGPmb,0.68,0.948,0.0,-3.92,1.0,0.143,0.0617,0.637,0.208,0.693,127.968,195000.0,House,False
2478,With You - Radio Edit,0OIYe3Ce0C4S1GROc05OzY,5U2MYFAcQ3yT7XbHYgGPmb,0.693,0.594,6.0,-7.245,0.0,0.0363,0.121,6.88e-05,0.131,0.346,128.033,225219.0,House,False
2479,All Night - Cash Cash Remix; Radio Edit,5Uo7AAr2d1CNZlaKgVUT3i,5U2MYFAcQ3yT7XbHYgGPmb,0.591,0.864,4.0,-2.04,1.0,0.155,0.0386,0.0,0.139,0.302,128.073,206250.0,House,False
2480,Last Man on Earth - Radio Edit,2JZmnJPnPBQ9wth6fUcdUt,5U2MYFAcQ3yT7XbHYgGPmb,0.713,0.806,2.0,-3.654,1.0,0.038,0.0391,0.0,0.362,0.38,126.033,191100.0,House,False
2481,Ebony Eyes (feat. A-Class & Sean Paul) - Original Edit,457u9JWT64JC93vlB2lTTe,5U2MYFAcQ3yT7XbHYgGPmb,0.693,0.921,1.0,-3.457,0.0,0.191,0.135,0.0,0.593,0.651,122.132,196613.0,House,False
2482,I Took A Pill In Ibiza - Seeb Remix,7vfWgVGiLgnGbInU5lvSQg,5U2MYFAcQ3yT7XbHYgGPmb,0.673,0.79,7.0,-4.663,0.0,0.0893,0.037,9.95e-06,0.0875,0.705,102.013,199227.0,House,False
2483,Sweet Lovin' - Radio Edit,0o8nQDcnBdJP6Eh5T1zGGu,5U2MYFAcQ3yT7XbHYgGPmb,0.685,0.909,10.0,-1.214,1.0,0.0584,0.0573,3.88e-06,0.33,0.675,124.963,203387.0,House,False
2484,Light It Up (feat. Nyla & Fuse ODG) - Remix,6lDo13SSgTv0WbyUQKgnjk,5U2MYFAcQ3yT7XbHYgGPmb,0.746,0.877,9.0,-3.782,0.0,0.0666,0.0375,0.000833,0.233,0.751,107.985,166138.0,House,False
2485,Feel Da Rush,7B7OdAjUTyMAmnaUmuneVW,5U2MYFAcQ3yT7XbHYgGPmb,0.766,0.809,2.0,-4.637,1.0,0.178,0.0214,0.0,0.0526,0.679,125.804,182187.0,House,False
2486,Intoxicated - Original Mix,4jTqb7wplofUpL2un79Voh,5U2MYFAcQ3yT7XbHYgGPmb,0.804,0.877,0.0,-3.722,1.0,0.0609,0.00178,0.141,0.334,0.635,124.992,257280.0,House,False
2487,Warriors - Sensation 15 Mix Edit,5vqf8ij8l3hM8U2aCfWVXJ,5U2MYFAcQ3yT7XbHYgGPmb,0.526,0.873,3.0,-6.202,1.0,0.101,0.0288,0.0,0.0912,0.281,127.956,211406.0,House,False
2488,The Only Way Is Up,5wsskBPgW3pw876uCa9JX4,5U2MYFAcQ3yT7XbHYgGPmb,0.613,0.739,1.0,-7.779,0.0,0.031,0.00322,0.856,0.0842,0.15,128.18,258440.0,House,False
2489,Waiting For - Radio Edit,6BYsKXDD03x3fY87gqK0cq,5U2MYFAcQ3yT7XbHYgGPmb,0.539,0.757,2.0,-3.424,1.0,0.0334,0.000426,0.0,0.105,0.622,128.027,195703.0,House,False
2490,Dying for You (feat. Alex Aris) - Radio Edit,59A6lBd9QmcD8rQTZPj1xD,5U2MYFAcQ3yT7XbHYgGPmb,0.686,0.582,10.0,-6.088,1.0,0.0371,0.489,8.09e-06,0.082,0.437,121.97,198971.0,House,False
2491,Heading Up High,7fDHYNpNfSJ7h0jDX440Y5,5U2MYFAcQ3yT7XbHYgGPmb,0.52,0.926,1.0,-4.774,0.0,0.0873,0.0034,0.00188,0.111,0.196,128.027,232853.0,House,False
2492,Be Right There,1Wuwsq0BK4Abd7gRitOhXl,5U2MYFAcQ3yT7XbHYgGPmb,0.695,0.797,7.0,-5.199,1.0,0.0548,0.00259,0.112,0.664,0.297,124.972,237051.0,House,False
2493,Dreams - Lost Kings Remix,12S9qoznDH1GkSGzJePUwa,5U2MYFAcQ3yT7XbHYgGPmb,0.623,0.89,7.0,-3.832,1.0,0.0377,0.281,0.0,0.118,0.665,127.978,206013.0,House,False
2494,Keeping Your Head Up - Don Diablo Remix; Radio Edit,7KCXA4Y1gIGDSm388m9bW1,5U2MYFAcQ3yT7XbHYgGPmb,0.639,0.931,11.0,-1.73,1.0,0.0708,0.46,0.0,0.0942,0.471,126.084,207146.0,House,False
2495,The Right Song,68vezH3cT6dVOABipmGZ9R,5U2MYFAcQ3yT7XbHYgGPmb,0.546,0.894,8.0,-3.56,1.0,0.0898,0.459,0.000106,0.322,0.387,125.031,205440.0,House,False
2496,L'amour toujours (feat. Delaney Jane) - (Tiësto Edit) [Radio Edit],3Un6qQnI4xTcE3xePlBHlf,5U2MYFAcQ3yT7XbHYgGPmb,0.592,0.932,3.0,-2.852,1.0,0.0981,0.00768,0.000159,0.144,0.185,129.971,162453.0,House,False
2497,Find You,4e1V6XqJ0GbagtTaI6ytUS,5U2MYFAcQ3yT7XbHYgGPmb,0.532,0.792,3.0,-4.572,1.0,0.0394,0.027,1.72e-06,0.101,0.38,127.989,204223.0,House,False
2498,Bright Side,2S9iiSgw5def4P1ypAeS0R,5U2MYFAcQ3yT7XbHYgGPmb,0.543,0.681,6.0,-5.18,1.0,0.0414,0.0205,0.0,0.0957,0.448,114.904,203947.0,House,False
2499,Cinematic (feat. Denny White) - Radio Edit,5Cz9OSlx0QqH0U2GZy245C,5U2MYFAcQ3yT7XbHYgGPmb,0.684,0.707,3.0,-5.243,1.0,0.0372,0.122,0.0,0.0834,0.571,127.989,235590.0,House,False
2500,Roses,3vv9phIu6Y1vX3jcqaGz5Z,5U2MYFAcQ3yT7XbHYgGPmb,0.713,0.802,4.0,-7.055,1.0,0.0561,0.0435,0.00377,0.309,0.343,100.001,226739.0,House,False
2501,"Boom (feat. MOTi, Ty Dolla $ign, Wizkid & Kranium)",6dLLEE96JRnX1ngkL77yiA,5U2MYFAcQ3yT7XbHYgGPmb,0.704,0.784,7.0,-4.463,0.0,0.142,0.00283,0.0,0.419,0.656,100.083,186448.0,House,False
2502,Can't Stop Playing (Makes Me High) - Oliver Heldens & Gregor Salto Vocal Mix Edit,0LG0EMPSNX8S9Us8WvUYR0,5U2MYFAcQ3yT7XbHYgGPmb,0.714,0.89,6.0,-4.861,1.0,0.0426,0.0883,7.59e-05,0.162,0.775,125.005,157453.0,House,False
2503,Untouchable,05dL7chWJaVjMJnGO1YCKk,5U2MYFAcQ3yT7XbHYgGPmb,0.542,0.795,7.0,-3.131,1.0,0.0379,0.0664,2.89e-06,0.313,0.251,128.959,228837.0,House,False
2504,No Money,0gb1J5UrTpzaU1s3nupgCd,5U2MYFAcQ3yT7XbHYgGPmb,0.671,0.916,6.0,-4.014,0.0,0.0397,0.0282,0.00762,0.24,0.803,126.01,189127.0,House,False
2505,Golden Light (feat. 6AM),3T8j0WDSw7G98rNLAe2M2X,5U2MYFAcQ3yT7XbHYgGPmb,0.706,0.897,8.0,-2.539,0.0,0.0349,0.012,1.01e-06,0.343,0.626,125.002,207291.0,House,False
2506,Make Me Feel Better - Don Diablo & CID Remix Radio Edit,38MWyfhEmRDAVDXvfEmVmW,5U2MYFAcQ3yT7XbHYgGPmb,0.585,0.954,8.0,-3.327,1.0,0.0394,0.0211,0.00273,0.243,0.413,125.994,202453.0,House,False
2507,Body Talk (feat. Julian Perretta) - Mammoth,7shtYs66tKIvij6mHjv3VX,5U2MYFAcQ3yT7XbHYgGPmb,0.561,0.922,7.0,-4.748,1.0,0.295,0.00263,1.87e-05,0.506,0.634,127.999,207103.0,House,False
2508,Goodbye Friend (feat. The Script),1snnV7r78AxvSwY91dzjcf,5U2MYFAcQ3yT7XbHYgGPmb,0.608,0.765,4.0,-4.277,1.0,0.0348,0.0162,0.000103,0.106,0.329,128.018,229253.0,House,False
2509,Are You with Me - Dimaro Remix,7f6U67ECLvuPHGJgFybQsr,5U2MYFAcQ3yT7XbHYgGPmb,0.773,0.842,5.0,-4.1,0.0,0.133,0.0052,0.0124,0.045,0.576,128.014,282733.0,House,False
2510,Up and Down - Radio Edit,0wS6UtB66OQw6inQdJFj7N,5U2MYFAcQ3yT7XbHYgGPmb,0.935,0.833,4.0,-4.868,0.0,0.0798,0.00291,0.0,0.101,0.939,128.023,198281.0,House,False
2511,Parachute - Radio Edit,5eaH3RdmqBfaSQl3NSBywF,5U2MYFAcQ3yT7XbHYgGPmb,0.611,0.78,5.0,-3.351,0.0,0.0369,0.0205,2.98e-05,0.319,0.587,127.989,202504.0,House,False
2512,Feel Like Dancing - Radio Edit,3GTYQ8vQvZyftnoAZ9S5RA,5U2MYFAcQ3yT7XbHYgGPmb,0.744,0.753,1.0,-4.677,1.0,0.0373,0.0637,0.000395,0.0924,0.914,127.01,156941.0,House,False
2513,This Is What You Came For,0azC730Exh71aQlOt9Zj3y,5U2MYFAcQ3yT7XbHYgGPmb,0.631,0.927,9.0,-2.787,0.0,0.0332,0.199,0.119,0.148,0.465,123.962,222160.0,House,False
2514,Can't Feel My Face - Martin Garrix Remix,22SXyL6pUjwIvGWvgGjLov,5U2MYFAcQ3yT7XbHYgGPmb,0.608,0.722,9.0,-5.55,0.0,0.107,0.00791,2.84e-05,0.315,0.121,128.009,252933.0,House,False
2515,+ 1 - Radio Edit,0kSwVE1MYAaAFkTl6Kf8N9,5U2MYFAcQ3yT7XbHYgGPmb,0.767,0.808,11.0,-3.824,0.0,0.0367,0.113,0.0176,0.0992,0.717,124.942,193280.0,House,False
2516,Now That I've Found You (feat. John & Michel),7wZorJD5loL9ceLJ67sg6S,5U2MYFAcQ3yT7XbHYgGPmb,0.495,0.831,5.0,-5.812,0.0,0.0319,0.021,4.79e-05,0.495,0.414,128.064,192632.0,House,False
2517,Do Or Die - Afrojack vs. THIRTY SECONDS TO MARS Remix,6rK8YLvFotZ78rb9m6MeqE,5U2MYFAcQ3yT7XbHYgGPmb,0.575,0.89,2.0,-3.169,1.0,0.0416,0.034,3.23e-06,0.047,0.206,128.041,278174.0,House,False
2518,Five More Hours,6YwLgicpvVuMt1eE2OldwQ,5U2MYFAcQ3yT7XbHYgGPmb,0.699,0.883,5.0,-3.226,0.0,0.219,0.0288,0.0,0.817,0.499,127.961,211975.0,House,False
2519,How to Love (feat. Sofia Reyes),2VYiQ9ijG3NER2aevaxzDi,5U2MYFAcQ3yT7XbHYgGPmb,0.673,0.894,0.0,-2.73,1.0,0.0594,0.148,3.4e-06,0.141,0.63,118.894,219240.0,House,False
2520,Whatever,3UjATEpjZL4qRtZwKiyoA3,5U2MYFAcQ3yT7XbHYgGPmb,0.725,0.528,2.0,-5.493,1.0,0.0486,0.136,0.0,0.0737,0.58,128.045,171211.0,House,False
2521,Aftershock (feat. Jacquie),4ZfrNsBOo1cdl9rJMTZ2TN,5U2MYFAcQ3yT7XbHYgGPmb,0.544,0.811,8.0,-2.271,1.0,0.0515,0.052,0.0,0.121,0.188,129.011,206320.0,House,False
2522,All Right - Radio Edit,6drNLpew2QDiP8WBQGJgJ9,5U2MYFAcQ3yT7XbHYgGPmb,0.705,0.883,11.0,-4.118,0.0,0.0354,0.0688,0.237,0.0575,0.591,125.027,211200.0,House,False
2523,Lions in the Wild,6F1kPSgdnlSzZRfskE9vaV,5U2MYFAcQ3yT7XbHYgGPmb,0.504,0.847,7.0,-6.81,0.0,0.0442,0.00434,0.0,0.816,0.28,127.854,211890.0,House,False
2524,United We Dance - Radio Edit,1ZuE6xOcK90eKdQ0EVC9gv,5U2MYFAcQ3yT7XbHYgGPmb,0.591,0.645,10.0,-4.062,1.0,0.045,0.0395,0.00134,0.112,0.0627,125.983,202719.0,House,False
2525,Until You Were Gone,12MqM3S0fTvR6X4Jt1Xvn6,5U2MYFAcQ3yT7XbHYgGPmb,0.577,0.698,1.0,-4.773,1.0,0.0451,0.0541,0.0,0.131,0.324,128.061,215625.0,House,False
2526,Beam (feat. Angel Taylor) - Dannic Radio Mix,0JFwy18dRVuYtWM6GLe8Cp,5U2MYFAcQ3yT7XbHYgGPmb,0.414,0.828,1.0,-4.804,0.0,0.0497,0.00217,1.04e-05,0.302,0.387,127.93,168838.0,House,False
2527,Nova,1N6WVPLRCCAVPQH63HWuTH,5U2MYFAcQ3yT7XbHYgGPmb,0.86,0.537,4.0,-14.616,0.0,0.0772,0.015,0.818,0.0989,0.357,127.97,281313.0,House,False
2528,,4YhITuwINLCfXYB2WCXbCZ,5U2MYFAcQ3yT7XbHYgGPmb,0.597,0.544,1.0,-8.868,0.0,0.062,0.00192,0.0562,0.07,0.263,105.014,240006.0,House,False
2529,Beautiful Heartbeat - Avicii Remix,7yW4A3I7SnQI1uqrvOsIyL,5U2MYFAcQ3yT7XbHYgGPmb,0.506,0.751,5.0,-5.647,1.0,0.0583,0.0352,4.19e-05,0.111,0.202,129.968,314000.0,House,False
2530,Sing Me to Sleep,6UcTHiP25meOD9ox8Rspgx,5U2MYFAcQ3yT7XbHYgGPmb,0.491,0.607,4.0,-6.333,0.0,0.0668,0.0125,1.52e-06,0.289,0.166,176.112,189333.0,House,False
2531,Second Chance - Max Mylian vs. Dani Loco Remix Edit,4mnB8zZRRzOzsiZpqHTQzj,5U2MYFAcQ3yT7XbHYgGPmb,0.674,0.95,4.0,-2.811,0.0,0.0453,0.0457,3.56e-05,0.362,0.452,127.989,192625.0,House,False
2532,Second Chance - Original Radio,1BPk5zlgDV4IyBniPD5i2A,5U2MYFAcQ3yT7XbHYgGPmb,0.648,0.912,7.0,-3.864,1.0,0.0484,0.0212,5.9e-06,0.0804,0.398,127.987,203906.0,House,False
2533,So Much Love,13HEIb4DeOsMN8x8SxhzN8,5U2MYFAcQ3yT7XbHYgGPmb,0.653,0.934,7.0,-2.878,1.0,0.295,0.000973,0.000512,0.144,0.561,127.029,185669.0,House,False
2534,Drop That Low (When I Dip),4gMCKJJzpibteIRw3xZL2R,5U2MYFAcQ3yT7XbHYgGPmb,0.579,0.896,5.0,-4.132,0.0,0.373,0.00945,0.836,0.121,0.103,125.672,160000.0,House,False
2535,Kings & Queens - Video Edit,2fpkFkDTK5EHroJLH2n7fx,5U2MYFAcQ3yT7XbHYgGPmb,0.602,0.67,11.0,-4.889,1.0,0.046,0.0252,0.0,0.575,0.365,132.096,201805.0,House,False
2536,All The Way,0cJLYpRTqODzv9SiQukE4Z,5U2MYFAcQ3yT7XbHYgGPmb,0.558,0.847,1.0,-2.031,1.0,0.0699,0.0152,0.0,0.0402,0.593,128.015,179507.0,House,False
2537,Run Wild (feat. Jake Reese),1Hul4c3LQsbAhIFF45LrHT,5U2MYFAcQ3yT7XbHYgGPmb,0.486,0.906,4.0,-4.634,0.0,0.055,0.000767,0.000544,0.253,0.118,130.095,245538.0,House,False
2538,Fight Like Lovers,78lRonYAM2Iu0fmPCoCeyY,5U2MYFAcQ3yT7XbHYgGPmb,0.606,0.968,0.0,-2.371,0.0,0.0697,0.06,0.0,0.0879,0.469,130.025,184615.0,House,False
